decimalLongitude,decimalLatitude,glcPrecision,glcScore,glcParsePattern,coordinateUncertaintyMeters,catalogNumber
-98.590374,22.522383,Medium,39,Distance West of %VALLES%,20996,TTC016719
-100.951619,26.666415,Medium,39,Distance West of %VALLES%,20996,TTC016719
-109.247243,27.401456,Medium,39,Distance West of %VALLES%,20996,TTC016719
-99.250896,21.992232,Medium,39,Distance West of %VALLES%,20996,TTC016719
-101.160425,33.666196,Low,42,SILVER FALLS,301,TTC016720
-101.237928,33.660085,Low,40,CROSBYTON,3699,TTC016720
15.101606,30.99996,High,82,Distance East of TRIPOLI,8309,TTC016721
15.101606,30.99996,High,82,Distance East of TRIPOLI,Unavailable,TTC016722
-99.450049,20.801954,High,82,Distance NorthWest of ZIMAPAN,6134,TTC016723
15.101606,30.99996,High,82,Distance East of TRIPOLI,Unavailable,TTC016724
-98.843458,18.721387,High,86,Distance NorthWest of JONACATEPEC,5044,TTC016725
-97.14667,31.549333,Low,35,WACO,19450,TTC016726
-97.308066,31.61683,Low,51,EICHELBERGER CROSSING,3036,TTC016727
-97.14667,31.549333,Low,35,WACO,19450,TTC016727
-99.132785,31.825485,Low,52,JIM NED CREEK->snapped to Jim Ned Creek,210,TTC016728
-99.138424,31.820996,Low,36,BANGS->snapped to Jim Ned Creek,1660,TTC016728
-102.723826,34.226468,Low,39,MULESHOE,3517,TTC016729
-102.723826,34.226468,Low,39,MULESHOE,3517,TTC016730
-101.378194,33.098061,High,80,Distance South of POST,9133,TTC016731
-101.378194,33.098061,High,80,Distance South of POST,9133,TTC016732
-101.378194,33.098061,High,80,Distance South of POST,9133,TTC016733
-100.292536,35.912787,High,84,Distance East of CANADIAN,8146,TTC016734
-100.292536,35.912787,High,84,Distance East of CANADIAN,8146,TTC016735
-101.160425,33.666196,Low,42,SILVER FALLS,301,TTC016736
-101.237928,33.660085,Low,40,CROSBYTON,3699,TTC016736
-103.571289,30.508491,Low,44,MUSQUIZ CANYON,1506,TTC016737
-103.661012,30.358492,Low,37,ALPINE,4293,TTC016737
-100.336613,32.096189,Low,47,EAGLE CREEK->snapped to Eagle Creek,210,TTC016738
-100.336613,32.096189,Low,46,BLACKWELL->snapped to Eagle Creek,1181,TTC016738
-98.497831,33.518162,Low,44,BRIDWELL RANCH,3036,TTC016739
-101.257097,33.774805,Low,44,BRIDWELL RANCH,3036,TTC016739
-102.835495,35.206724,Low,44,BRIDWELL RANCH,3036,TTC016739
-101.378194,33.154652,High,80,Distance South of POST,4648,TTC016740
-101.708218,33.532031,High,91,BUFFALO SPRINGS,2643,TTC016741
-101.708774,33.541753,High,90,BUFFALO SPRINGS,90,TTC016741
-100.382077,35.91282,Low,39,CANADIAN,1865,TTC016742
-96.58907,32.606535,Medium,59,Near SEAGOVILLE->snapped to Trinity River,7971,TTC016744
-100.382077,35.91282,Low,39,CANADIAN,1865,TTC016745
-98.226523,32.200169,High,88,Distance SouthWest of STEPHENVILLE,6957,TTC016747
-105.270546,40.014986,High,83,BOULDER,8157,TTC016748
-71.08783,42.40593,Low,40,SALT MARSH,301,TTC016749
-71.062829,42.389819,Low,40,SALT MARSH,301,TTC016749
-70.726848,41.754898,Low,40,SALT MARSH,301,TTC016749
-71.106441,42.356208,Low,40,SALT MARSH,301,TTC016749
-97.27527,28.305284,Low,38,REFUGIO,2293,TTC016750
-96.347104,31.041147,High,87,Distance SouthEast of NEW BADEN->snapped to Camp Creek,6526,TTC016752
-96.286565,31.062147,Low,54,CAMP CREEK LAKE->snapped to Camp Creek,873,TTC016752
-96.246201,31.053278,Low,49,CAMP CREEK->snapped to Camp Creek,210,TTC016752
-101.120697,19.606966,High,95,Distance SouthEast of SAN MIGUEL DEL MONTE,4257,TTC016753
-93.733195,17.595225,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-102.838179,22.02114,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-92.874607,16.346834,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-103.565205,18.859013,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-99.935707,18.919209,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-104.714982,19.666711,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-98.201617,20.808655,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-104.05127,25.867817,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-115.132294,32.206824,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-103.921515,19.660447,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-104.816239,21.042427,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-115.190926,32.020712,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-105.069698,27.028311,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-107.353427,28.225098,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-100.610668,18.852801,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-105.03826,22.146719,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-111.257268,28.876811,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-103.347561,22.323048,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-103.72475,21.546407,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-111.609468,28.906276,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-112.821149,28.082376,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-101.798538,25.362077,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-102.121426,24.916085,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-95.715798,18.52786,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-104.078993,20.535027,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-97.339611,25.877975,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-98.560747,18.345999,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-99.901642,18.702144,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-100.229581,18.701545,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-98.688833,17.244792,High,85,Distance SouthEast of SAN MIGUEL,4257,TTC016753
-99.966142,18.985368,Medium,28,Distance SouthEast of %EL MONTE%,4257,TTC016753
-103.356086,19.968663,Medium,28,Distance SouthEast of %EL MONTE%,1642,TTC016753
-94.933165,18.421222,High,83,Distance East of CATEMACO,16501,TTC016756
-99.024505,21.383608,Medium,43,Distance NorthEast of %XILITLILLA%,4415,TTC016757
-103.279203,23.019142,Medium,28,Distance NorthEast of %EL EJIDO%,4415,TTC016757
-101.565006,26.932693,Medium,28,Distance NorthEast of %EL EJIDO%,1911,TTC016757
-101.226467,27.837312,Medium,28,Distance NorthEast of %EL EJIDO%,1911,TTC016757
-100.828733,27.539628,Medium,28,Distance NorthEast of %EL EJIDO%,1911,TTC016757
-99.946993,26.873702,Medium,28,Distance NorthEast of %EL EJIDO%,1911,TTC016757
15.101606,30.99996,High,82,Distance East of TRIPOLI,Unavailable,TTC016758
15.101606,30.99996,High,82,Distance East of TRIPOLI,Unavailable,TTC016759
-111.82264,33.422268,High,80,MESA,20380,TTC016760
-98.108333,21.668723,High,81,Distance North of TAMUIN,13539,TTC016761
-98.776289,22.140739,High,81,Distance North of TAMUIN,13539,TTC016761
-98.058118,20.932418,Low,39,TEPOZTECO,3036,TTC016762
-92.9,18.166667,Low,35,CERRO,3036,TTC016762
-107.6,25.4,Low,35,CERRO,3036,TTC016762
-108.05,25.233333,Low,35,CERRO,3036,TTC016762
-99.566787,17.55059,High,87,Distance West of CHILPANCINGO,5925,TTC016763
-102.789905,31.917337,High,82,Distance West of NOTREES,6033,TTC016764
-98.144171,27.154369,High,86,Distance South of FALFURRIAS,8962,TTC016765
-97.789162,27.149093,High,81,Distance South of SARITA,9021,TTC016766
-110.371655,44.396332,Medium,50,Distance West of %YELLOWSTONE LAKE%,20431,TTC016767
-110.36528,44.553275,Medium,46,Distance West of %PELICAN CREEK%,446,TTC016767
-110.401671,44.558275,Medium,37,Distance West of %LAKE%,3182,TTC016767
-106.113989,41.14664,Medium,37,Distance West of %LAKE%,3182,TTC016767
-106.505036,31.743324,High,83,Distance SouthWest of EL PASO,29769,TTC016768
-106.579989,31.796496,High,87,SUNLAND PARK,3036,TTC016770
-107.636414,32.085092,Low,34,PARK,301,TTC016770
-106.990898,31.825953,High,84,Distance East of COLUMBUS,49523,TTC016771
-107.230051,31.826943,High,84,Distance East of COLUMBUS,32462,TTC016772
-106.216384,32.892585,Low,41,WHITE SANDS,301,TTC016773
-105.998873,32.664536,Low,35,DUNES,3036,TTC016773
-106.216384,32.892585,Low,41,WHITE SANDS,301,TTC016774
-106.216384,32.892585,Low,41,WHITE SANDS,301,TTC016775
-106.604139,31.817019,High,87,Distance NorthWest of SUNLAND PARK,5042,TTC016776
-107.660639,32.105615,Medium,37,Distance NorthWest of %PARK%,2482,TTC016776
-105.316667,27.998843,High,81,Distance South of JUAREZ,20699,TTC016777
-108.078516,30.092061,High,81,Distance South of JUAREZ,20699,TTC016777
-108.083333,30.865603,High,81,Distance South of JUAREZ,20699,TTC016777
-106.486931,31.889344,Medium,41,Distance North of %EL PASO%,36717,TTC016778
-106.352183,35.111869,High,80,Distance SouthWest of WHITE,8737,TTC016779
-103.606702,35.181603,High,80,Distance SouthWest of WHITE,10147,TTC016779
-97.091669,31.802383,Low,35,WEST,2696,TTC016780
-103.908806,31.825126,Low,34,ORLA,3036,TTC016780
-104.228838,32.275551,High,84,Distance South of CARLSBAD,Unavailable,TTC016781
-111.413598,36.303317,High,82,Distance East of THE GAP,3649,TTC016783
-111.428876,36.304706,High,82,Distance East of THE GAP,6033,TTC016783
-112.667723,36.832663,High,84,Distance SouthWest of FREDONIA,10552,TTC016784
-111.93897,36.571268,High,88,Distance SouthWest of NAVAJO BRIDGE,15553,TTC016785
-111.908749,36.712928,High,85,Distance East of JACOB LAKE,23114,TTC016785
-110.541767,34.320998,High,85,Distance East of JACOB LAKE,21869,TTC016785
-111.923329,36.706812,High,85,Distance East of JACOB LAKE,21869,TTC016785
-109.759276,36.156595,High,83,Distance West of RED MESA,10153,TTC016786
-109.501896,36.554091,High,83,Distance West of RED MESA,10153,TTC016786
-109.505175,36.996311,High,83,Distance West of RED MESA,10868,TTC016786
-112.526315,37.134493,High,81,Distance North of KANAB,12380,TTC016787
-114.539395,37.614962,High,84,Distance West of CALIENTE,4315,TTC016788
-116.409186,38.159727,High,87,Distance SouthWest of WARM SPRINGS,5342,TTC016789
-117.703723,38.539008,High,73,Distance SouthWest of WARM SPRING,2771,TTC016789
-116.731672,37.041119,High,73,Distance SouthWest of WARM SPRING,2771,TTC016789
-116.701774,38.308062,High,73,Distance SouthWest of WARM SPRING,2771,TTC016789
-116.869237,38.223709,High,73,Distance SouthWest of WARM SPRING,2771,TTC016789
-115.829775,38.433021,High,73,Distance SouthWest of WARM SPRING,2771,TTC016789
-116.476599,38.664531,High,73,Distance SouthWest of WARM SPRING,2771,TTC016789
-113.647738,37.253591,Low,52,SNOW CANYON STATE PARK,2289,TTC016790
-113.64996,37.206091,Low,41,SNOW CANYON,1506,TTC016790
-113.020927,37.263744,Medium,43,Distance ENE of %HURRICANE%,13489,TTC016791
-113.186998,37.093187,High,85,Distance SouthEast of HURRICANE,13906,TTC016792
-112.97577,36.990262,Low,44,COLORADO CITY,5361,TTC016793
-111.07824,36.134884,High,85,Distance East of TUBA CITY,15555,TTC016794
-110.272671,36.727776,High,83,Distance West of KAYENTA,7663,TTC016795
-110.766349,37.136852,High,83,Distance NorthWest of KAYENTA,27400,TTC016796
-108.886214,36.785388,High,84,Distance West of SHIPROCK,17818,TTC016797
-112.472154,36.94553,High,84,Distance East of FREDONIA,8844,TTC016798
-112.526315,37.148994,High,81,Distance North of KANAB,13418,TTC016799
-113.300055,37.677237,High,86,Distance West of CEDAR CITY,21286,TTC016800
-103.044334,31.816567,High,82,Distance SouthEast of KERMIT,4915,TTC016801
-99.029797,34.200644,Medium,56,Near PEASE RIVER,210,TTC016803
-97.091669,31.802383,Low,35,WEST,2696,TTC016803
-101.243325,33.303721,High,80,Distance NorthEast of POST,8596,TTC016804
-101.378194,33.336033,High,80,Distance North of POST,14297,TTC016806
-103.092665,32.002762,High,82,Distance North of KERMIT,14188,TTC016807
-103.092665,31.756031,High,82,Distance South of KERMIT,10645,TTC016808
-102.971838,31.754943,High,82,Distance SouthEast of KERMIT,Unavailable,TTC016809
-102.153509,34.098854,High,81,Distance North of SPADE,15681,TTC016810
-103.3946,34.574182,High,88,Distance West of CURRY COUNTY,59645,TTC016811
-103.394483,34.574154,High,87,Distance West of CURRY COUNTY,16268,TTC016811
-103.971081,34.924784,Low,34,WEST,3036,TTC016811
-101.378194,33.016802,High,80,Distance South of POST,16690,TTC016812
-102.981527,31.915632,High,82,Distance NORTH of  then EAST of KERMIT,8199,TTC016813
-103.092665,31.795944,High,82,Distance South of KERMIT,6387,TTC016814
-101.040193,33.32244,High,80,Distance SouthWest of SPUR,11341,TTC016816
-100.960996,33.340739,High,85,Distance NorthWest of CLAIREMONT,12442,TTC016817
-100.855686,33.505496,High,80,Distance North of SPUR,6126,TTC016818
-108.354391,36.727981,High,86,Distance West of FARMINGTON,16998,TTC016819
-104.24553,34.471733,Low,41,FORT SUMNER,3036,TTC016821
-102.223234,34.090036,High,83,Distance North of FIELDTON,6272,TTC016822
-102.788575,32.113246,High,83,Distance SouthWest of ANDREWS,14280,TTC016823
-102.892654,31.594299,Low,39,MONAHANS,11595,TTC016824
-102.663723,31.789093,High,84,Distance NorthEast of MONAHANS,19444,TTC016825
-105.960265,32.609309,High,86,Distance South of ALAMOGORDO,30648,TTC016826
-103.879986,33.392607,High,83,Distance East of ROSWELL,52382,TTC016827
-101.304605,34.474231,Low,40,SILVERTON,1378,TTC016828
-96.612212,33.50872,Low,35,HOWE,5292,TTC016829
-100.302059,34.171895,High,83,Distance North of PADUCAH,15128,TTC016830
-100.204002,34.542514,High,85,Distance North of CHILDRESS,15324,TTC016831
-100.872662,37.913694,High,87,Distance South of GARDEN CITY,9005,TTC016833
-101.254892,37.86808,High,81,Distance South of LAKIN,7876,TTC016834
-102.008793,38.005433,High,84,Distance South of COOLIDGE,3820,TTC016835
-102.973052,31.857571,High,82,Distance East of KERMIT,10645,TTC016837
-103.193513,31.997077,High,79,Distance South of JAL,12614,TTC016838
-103.63227,32.285385,High,82,Distance East of LOVING,34551,TTC016839
-103.63246,34.314292,High,83,Distance South of MELROSE,11548,TTC016840
-102.723826,34.153927,High,84,Distance South of MULESHOE,9399,TTC016841
-103.27239,34.237471,High,83,Distance NorthEast of PORTALES,6092,TTC016842
-99.880099,34.335072,Low,38,GOODLETT,3036,TTC016843
-99.25898,34.391243,High,87,Distance North of RED RIVER->snapped to Red River,Unavailable,TTC016844
-102.419635,38.073857,High,82,Distance South of CARLTON,3510,TTC016846
-102.418118,38.087057,High,81,Distance East of LAMAR,16484,TTC016846
-103.901885,40.294834,High,82,Distance SouthEast of WELDONA,6092,TTC016847
-106.394041,35.42815,High,86,Distance NorthEast of BERNALILLO,9544,TTC016848
-106.958372,36.0585,High,80,Distance North of CUBA,4564,TTC016849
-107.984512,36.711116,Low,41,BLOOMFIELD,3814,TTC016851
-109.66692,36.062095,High,82,Distance SouthWest of CHINLE,11532,TTC016852
-109.542049,36.117528,High,82,Distance North of GANADO,37420,TTC016852
-104.501505,42.762456,High,80,Distance West of LUSK,4819,TTC016853
-95.900323,40.735556,High,82,Distance East of WYOMING,5241,TTC016854
-103.042168,35.164441,High,82,Distance South of GLENRIO,5241,TTC016855
-102.723826,34.110403,High,84,Distance South of MULESHOE,12727,TTC016856
-106.847024,32.312297,High,85,Distance West of LAS CRUCES,7959,TTC016857
-103.971081,34.924784,Low,34,WEST,3036,TTC016857
-108.886214,36.785388,High,84,Distance West of SHIPROCK,17818,TTC016858
-108.687032,36.553524,High,84,Distance South of SHIPROCK,23613,TTC016859
-105.66918,35.009498,Low,44,CLINES CORNERS,3036,TTC016860
-103.178103,31.828571,High,82,Distance WEST of  then SOUTH of KERMIT,6792,TTC016861
-103.528641,31.849182,Medium,47,Distance East of %LOVING COUNTY%,47024,TTC016862
-103.528705,31.849221,Medium,46,Distance East of %LOVING COUNTY%,17893,TTC016862
-103.850615,32.420109,High,84,Distance East of CARLSBAD,35256,TTC016863
-103.823189,32.856216,High,83,Distance West of MALJAMAR,6272,TTC016864
-101.363222,34.821599,High,82,Distance South of CLAUDE,26221,TTC016865
-103.024421,35.178945,High,82,Distance East of GLENRIO,5241,TTC016866
-103.042168,35.178946,Low,37,GLENRIO,3036,TTC016867
-103.054717,35.168689,High,82,Distance SouthWest of GLENRIO,4807,TTC016868
-102.649382,34.164893,High,84,Distance SouthEast of MULESHOE,6928,TTC016869
-103.914746,33.392782,High,83,Distance East of ROSWELL,49996,TTC016870
-103.579693,34.430341,High,83,Distance East of MELROSE,5851,TTC016871
-103.773171,34.430272,High,83,Distance West of MELROSE,11548,TTC016872
-103.971081,34.924784,Low,34,WEST,3036,TTC016872
-104.24553,34.471733,Low,41,FORT SUMNER,3036,TTC016873
-106.80403,34.806146,High,85,Distance West of LOS LUNAS,10904,TTC016874
-108.32813,34.756561,High,82,Distance SouthWest of GRANTS,26727,TTC016875
-108.724351,35.069414,High,79,Distance East of ZUNI,11248,TTC016876
-108.5117,35.534125,High,79,Distance East of ZUNI,11248,TTC016876
-109.817486,34.649522,High,81,Distance NorthWest of CONCHO,12442,TTC016877
-109.711189,37.439384,High,84,Distance SouthWest of BLANDING,13121,TTC016878
-104.157037,40.422001,High,83,Distance East of GREELEY,42642,TTC016879
-103.623837,40.041469,High,81,Distance South of BRUSH,20415,TTC016880
-103.228814,38.904213,High,81,Distance SouthEast of LIMON,23186,TTC016881
-102.789435,38.744921,High,98,Distance South of KIT CARSON->snapped to Big Sandy Creek,3493,TTC016882
-102.781863,38.596543,High,80,Distance North of EADS,11082,TTC016883
-102.410885,36.647388,High,86,Distance SouthEast of BOISE CITY,6447,TTC016884
-100.959871,35.942294,High,81,Distance North of PAMPA,37032,TTC016886
-102.598758,42.10131,High,84,Distance East of ALLIANCE,20553,TTC016888
-102.596851,42.092699,High,84,Distance East of ALLIANCE,20553,TTC016888
-104.452175,43.341945,High,80,Distance North of LUSK,50996,TTC016889
-104.452175,42.675545,High,80,Distance South of LUSK,9769,TTC016890
-103.557381,41.748914,High,82,Distance SouthEast of GERING,6257,TTC016891
-103.547378,41.750859,High,82,Distance SouthEast of GERING,6257,TTC016891
-103.414671,41.704748,Medium,41,Distance SouthEast of %MELBETA%,4880,TTC016891
-103.294936,41.827414,High,82,Distance NORTH of  then EAST of BAYARD,5333,TTC016892
-102.891673,42.036434,High,84,Distance WEST of  then SOUTH of ALLIANCE,7840,TTC016893
-102.889726,42.027823,High,84,Distance WEST of  then SOUTH of ALLIANCE,7840,TTC016893
-95.881198,40.735551,High,82,Distance East of WYOMING,6033,TTC016894
-103.277237,41.217475,High,82,Distance East of POTTER,4278,TTC016895
-102.365713,38.063885,High,83,Distance West of GRANADA,5424,TTC016896
-100.671876,33.166027,High,82,Distance SouthWest of JAYTON,6753,TTC016897
-100.417571,33.248051,High,82,Distance East of JAYTON,12921,TTC016898
-101.478736,32.250398,Low,41,BIG SPRING,8616,TTC016899
-101.475658,32.219291,Low,41,BIG SPRING,8616,TTC016899
-101.758848,35.519391,High,92,Distance North of CANADIAN RIVER->snapped to Canadian River,3578,TTC016900
-101.758875,35.520604,High,87,Distance North of CANADIAN->snapped to Canadian River,4968,TTC016900
-101.641088,35.608991,High,82,Distance SouthWest of FRITCH,4910,TTC016902
-102.667146,32.216039,High,83,Distance SouthWest of ANDREWS,8601,TTC016903
-103.099667,35.897639,High,84,Distance North of NARA VISA,26753,TTC016904
-103.024097,36.276286,High,83,Distance South of TEXLINE,10146,TTC016905
-104.945029,37.624065,High,86,Distance West of WALSENBURG,13270,TTC016906
-102.614362,37.263345,High,87,Distance South of SPRINGFIELD,13718,TTC016908
-102.636974,34.154626,High,84,Distance SouthEast of MULESHOE,7374,TTC016909
-103.042168,35.178946,High,82,GLENRIO,3036,TTC016910
-102.367643,31.845682,High,82,ODESSA,12478,TTC016911
-102.367643,31.845682,High,82,ODESSA,12478,TTC016912
-102.163785,33.811201,High,81,ANTON,1442,TTC016913
-102.163785,33.811201,High,81,ANTON,1442,TTC016914
-101.378194,33.190928,High,80,POST,2337,TTC016915
-100.292536,35.912787,High,84,Distance East of CANADIAN,8146,TTC016916
-102.330195,35.277526,High,84,Distance South of CHANNING,35729,TTC016917
-100.450577,34.13532,High,83,Distance NorthWest of PADUCAH,8802,TTC016918
-102.971838,31.960196,High,82,Distance NorthEast of KERMIT,7924,TTC016919
-103.092665,31.857626,Low,37,KERMIT,2155,TTC016920
-106.813407,33.917833,High,86,Distance East of SAN ANTONIO,6954,TTC016921
-100.82005,35.970682,High,90,Distance South of PERRYTON->snapped to Canadian River,36351,TTC016922
-100.53965,35.962324,Low,47,CANADIAN RIVER->snapped to Canadian River,210,TTC016922
-100.53965,35.962324,Low,39,CANADIAN->snapped to Canadian River,1865,TTC016922
-103.092665,32.002762,High,82,Distance North of KERMIT,14188,TTC016923
-101.118103,33.190658,High,80,Distance East of POST,20312,TTC016924
-101.19569,33.274815,Low,37,VERBENA,3036,TTC016924
-100.450577,34.13532,High,83,Distance NorthWest of PADUCAH,8802,TTC016925
-103.8003,32.3195,High,85,23S31E8,969,TTC016926
-103.8141,32.324011,Low,41,LOS MEDANOS,301,TTC016926
-103.826322,32.312067,Low,41,LOS MEDANOS,301,TTC016926
-103.8174,32.3486,High,85,22S31E31,969,TTC016927
-96.222483,31.121962,High,85,Distance NorthWest of NORMANGEE,6935,TTC016930
-96.20385,31.079352,Medium,58,At HILLTOP LAKES,3036,TTC016930
-119.293168,34.278335,Low,37,VENTURA,3036,TTC016931
-120.641283,35.142753,Low,42,PISMO BEACH,6753,TTC016932
-120.613226,35.121087,Low,35,PISMO,14542,TTC016932
-117.113085,32.62748,High,90,Distance North of IMPERIAL BEACH,7709,TTC016933
-112.093421,43.359572,High,83,Distance SOUTH of  then EAST of SHELLEY,3353,TTC016934
-110.114325,42.378913,High,85,Distance South of BIG PINEY,15368,TTC016935
-112.093421,43.359572,High,83,Distance SOUTH of  then EAST of SHELLEY,3353,TTC016936
-112.014198,43.408639,High,87,Distance SOUTH of  then EAST of IDAHO FALLS,10124,TTC016937
-111.568486,36.607574,High,86,Distance North of CEDAR RIDGE,14385,TTC016938
-112.089613,36.223134,High,86,Distance North of CEDAR RIDGE,14385,TTC016938
-111.5346,35.64345,High,86,Distance North of CEDAR RIDGE,14385,TTC016938
-111.524872,36.551465,High,86,Distance North of CEDAR RIDGE,15913,TTC016938
-116.719029,34.23847,High,89,Distance SouthEast of LUCERNE VALLEY,14212,TTC016939
-116.673298,34.297914,High,89,Distance SouthEast of LUCERNE VALLEY,13513,TTC016939
-116.719195,34.26095,High,84,Distance NorthWest of ROSE MINE,1127,TTC016939
-116.719195,34.26095,High,84,Distance NorthWest of ROSE MINE,1127,TTC016940
-117.299179,34.104011,Medium,48,Distance NorthWest of %SAN BERNARDINO%,14346,TTC016940
-117.308351,34.123732,Medium,48,Distance NorthWest of %SAN BERNARDINO%,14346,TTC016940
-116.305388,35.045321,Low,45,MOJAVE RIVER->snapped to Mojave River,210,TTC016941
-117.252664,34.460124,Low,42,HESPERIA->snapped to Mojave River,12048,TTC016941
-117.027881,34.503286,High,89,Distance West of LUCERNE VALLEY,9050,TTC016942
-117.073364,34.443844,High,89,Distance West of LUCERNE VALLEY,10121,TTC016942
-115.653607,34.976223,High,80,Distance South of KELSO,5218,TTC016944
-118.459613,37.41479,High,82,Distance NorthWest of BISHOP,5259,TTC016945
-119.438031,39.89332,High,81,Distance NorthWest of NIXON,6811,TTC016946
-119.645408,40.106401,Medium,46,Distance NorthWest of %PYRAMID LAKE%,27271,TTC016946
-119.782219,40.13637,Medium,40,Distance NorthWest of %PYRAMID%,6526,TTC016946
-117.735685,41.08889,High,86,Distance North of WINNEMUCCA,13402,TTC016947
-117.113085,32.70004,High,90,Distance North of IMPERIAL BEACH,12991,TTC016948
-117.350594,33.07103,High,84,Distance South of CARLSBAD,16420,TTC016949
-116.621397,33.555017,High,79,Distance East of ANZA,6954,TTC016950
-111.000609,30.80547,High,83,Distance East of SAN LUIS,25538,TTC016951
-110.99092,28.812551,High,83,Distance East of SAN LUIS,25538,TTC016951
-114.445088,32.4557,High,83,Distance East of SAN LUIS,25538,TTC016951
-111.397405,28.622386,High,83,Distance East of SAN LUIS,25538,TTC016951
-110.757028,29.55644,High,83,Distance East of SAN LUIS,25538,TTC016951
-111.372445,29.195555,High,83,Distance East of SAN LUIS,25538,TTC016951
-110.316946,29.316294,High,83,Distance East of SAN LUIS,25538,TTC016951
-112.127692,31.166266,High,83,Distance East of SAN LUIS,25538,TTC016951
-111.151837,28.799635,High,83,Distance East of SAN LUIS,25538,TTC016951
-110.779889,30.499609,High,83,Distance East of SAN LUIS,25538,TTC016951
-114.490766,32.491342,High,83,Distance East of SAN LUIS,25538,TTC016951
-111.414347,30.149614,High,83,Distance East of SAN LUIS,24193,TTC016951
-108.850661,26.578888,Medium,37,Distance East of %LUIS%,24193,TTC016951
-108.850352,26.579491,Medium,37,Distance East of %LUIS%,25538,TTC016951
-115.762904,33.894132,High,92,Distance SouthEast of TWENTYNINE PALMS,21331,TTC016953
-116.021804,33.893302,Medium,45,Distance SouthEast of %JOSHUA TREE%,16048,TTC016953
-115.154201,35.029702,Medium,39,Distance SouthEast of %JOSHUA%,15693,TTC016953
-118.11475,33.78136,Medium,38,Distance SouthEast of %PALMS%,15693,TTC016953
-116.049785,34.164575,High,92,Distance NORTH of  then EAST of TWENTYNINE PALMS,14062,TTC016954
-115.402205,33.712519,Low,43,DESERT CENTER,3036,TTC016955
-114.674516,34.083501,High,79,Distance East of RICE,14731,TTC016956
-114.264325,34.129496,High,81,Distance SouthEast of PARKER,5042,TTC016957
-113.577973,32.671542,High,83,Distance East of WELLTON,42879,TTC016958
-115.288092,32.978423,High,83,Distance East of BRAWLEY,20109,TTC016960
-115.518876,33.73339,High,82,Distance North of NILAND,42947,TTC016961
-116.163229,33.720566,High,81,Distance East of INDIO,11536,TTC016962
-116.285339,33.720557,High,81,Distance West of INDIO,12359,TTC016963
-113.541028,32.80732,High,83,Distance North of DATELAND,3510,TTC016964
-113.069216,32.683009,High,82,Distance East of FORTUNA,100033,TTC016965
-114.400152,32.725125,High,80,Distance East of YUMA,31783,TTC016965
-116.446776,33.764352,High,90,Distance SouthEast of CATHEDRAL CITY,9490,TTC016967
-116.566958,34.046955,Low,44,MORONGO VALLEY,1506,TTC016968
-116.580847,34.046955,Low,44,MORONGO VALLEY,3036,TTC016968
-115.724367,34.910925,High,80,Distance SOUTH of  then WEST of KELSO,9603,TTC016969
-116.263489,34.093682,High,87,Distance SouthEast of JOSHUA TREE,6486,TTC016970
-115.399184,35.230059,High,81,Distance SouthEast of JOSHUA,5695,TTC016970
-116.432235,34.172208,High,88,Distance North of YUCCA VALLEY,13518,TTC016971
-116.432235,34.172208,High,88,Distance North of YUCCA VALLEY,13518,TTC016972
-116.680059,34.319103,High,88,Distance NorthWest of YUCCA VALLEY,18120,TTC016973
-116.967814,34.443889,Low,44,LUCERNE VALLEY,3036,TTC016973
-116.922257,34.503331,Low,44,LUCERNE VALLEY,1506,TTC016973
-116.680059,34.319103,High,88,Distance NorthWest of YUCCA VALLEY,18120,TTC016974
-116.967814,34.443889,Low,44,LUCERNE VALLEY,3036,TTC016974
